det_-1005_0_0,752.5,1822.55,0.0
det_-1005_0_1,859.26,1854.98,111.58
det_-1005_1_0,751.57,1825.61,0.0
det_-1005_1_1,858.33,1858.04,111.58
det_-1005_2_0,750.64,1828.68,0.0
det_-1005_2_1,857.4,1861.1,111.58
det_-1011_0_0,768.25,2072.91,0.0
det_-1011_0_1,852.82,1888.09,203.25
det_-1011_1_0,771.16,2074.24,0.0
det_-1011_1_1,855.73,1889.42,203.25
det_-1011_2_0,774.07,2075.58,0.0
det_-1011_2_1,858.64,1890.75,203.25
det_-1027_0_0,586.99,1709.31,0.0
det_-1027_0_1,601.63,1507.49,202.35
det_-1027_1_0,590.18,1709.54,0.0
det_-1027_1_1,604.82,1507.72,202.35
det_-1027_2_0,593.38,1709.77,0.0
det_-1027_2_1,608.01,1507.95,202.35
det_-1029_0_0,728.6,1824.02,0.0
det_-1029_0_1,648.04,1707.6,141.57
det_-1029_1_0,731.23,1822.2,0.0
det_-1029_1_1,650.67,1705.78,141.57
det_-1029_2_0,733.86,1820.37,0.0
det_-1029_2_1,653.31,1703.96,141.57
det_-1033_0_0,736.23,806.7,0.0
det_-1033_0_1,652.78,830.56,86.79
det_-1033_1_0,735.35,803.63,0.0
det_-1033_1_1,651.9,827.48,86.79
det_-1033_2_0,734.47,800.55,0.0
det_-1033_2_1,651.03,824.41,86.79
det_-1057_0_0,1460.24,1087.68,0.0
det_-1057_0_1,1255.67,1012.67,217.89
det_-1057_1_0,1461.34,1084.68,0.0
det_-1057_1_1,1256.77,1009.66,217.89
det_-1057_2_0,1462.44,1081.67,0.0
det_-1057_2_1,1257.87,1006.66,217.89
det_-1093_0_0,651.82,1943.59,0.0
det_-1093_0_1,728.36,1831.07,136.08
det_-1093_1_0,654.47,1945.39,0.0
det_-1093_1_1,731.0,1832.87,136.08
det_-1093_2_0,657.11,1947.19,0.0
det_-1093_2_1,733.65,1834.67,136.08
det_-11_0_0,731.22,1567.3,0.0
det_-11_0_1,864.29,1526.0,139.33
det_-11_1_0,732.17,1570.35,0.0
det_-11_1_1,865.23,1529.06,139.33
det_-11_2_0,733.11,1573.41,0.0
det_-11_2_1,866.18,1532.12,139.33
det_-116_0_0,1047.25,1233.7,0.0
det_-116_0_1,978.81,1336.24,123.28
det_-116_1_0,1044.59,1231.93,0.0
det_-116_1_1,976.15,1334.47,123.28
det_-116_2_0,1041.93,1230.15,0.0
det_-116_2_1,973.49,1332.69,123.28
det_-117_0_0,871.21,1182.7,0.0
det_-117_0_1,787.55,1175.58,83.96
det_-117_1_0,871.48,1179.51,0.0
det_-117_1_1,787.82,1172.39,83.96
det_-117_2_0,871.75,1176.32,0.0
det_-117_2_1,788.09,1169.2,83.96
det_-119_0_0,660.49,1194.99,0.0
det_-119_0_1,753.31,1162.57,98.32
det_-119_1_0,661.54,1198.01,0.0
det_-119_1_1,754.37,1165.59,98.32
det_-119_2_0,662.59,1201.03,0.0
det_-119_2_1,755.42,1168.62,98.32
det_-1199_0_0,601.32,1825.23,0.0
det_-1199_0_1,588.15,1735.99,90.2
det_-1199_1_0,604.49,1824.76,0.0
det_-1199_1_1,591.32,1735.53,90.2
det_-1199_2_0,607.66,1824.29,0.0
det_-1199_2_1,594.48,1735.06,90.2
det_-1201_0_0,401.83,1738.15,0.0
det_-1201_0_1,579.87,1715.39,179.5
det_-1201_1_0,402.23,1741.33,0.0
det_-1201_1_1,580.28,1718.56,179.5
det_-1201_2_0,402.64,1744.5,0.0
det_-1201_2_1,580.69,1721.73,179.5
det_-121_0_0,1122.51,1329.59,0.0
det_-121_0_1,1264.5,1444.8,182.85
det_-121_1_0,1120.49,1332.08,0.0
det_-121_1_1,1262.48,1447.28,182.85
det_-121_2_0,1118.48,1334.56,0.0
det_-121_2_1,1260.47,1449.77,182.85
det_-123_0_0,1328.68,1330.27,0.0
det_-123_0_1,1288.49,1449.47,125.8
det_-123_1_0,1325.65,1329.24,0.0
det_-123_1_1,1285.46,1448.45,125.8
det_-123_2_0,1322.62,1328.22,0.0
det_-123_2_1,1282.43,1447.43,125.8
det_-125_0_0,1386.91,1593.62,0.0
det_-125_0_1,1276.65,1476.96,160.52
det_-125_1_0,1389.23,1591.43,0.0
det_-125_1_1,1278.97,1474.76,160.52
det_-125_2_0,1391.56,1589.23,0.0
det_-125_2_1,1281.3,1472.56,160.52
det_-126_0_0,1394.23,1614.74,0.0
det_-126_0_1,1232.29,1713.32,189.58
det_-126_1_0,1392.56,1612.01,0.0
det_-126_1_1,1230.62,1710.59,189.58
det_-126_2_0,1390.9,1609.28,0.0
det_-126_2_1,1228.96,1707.85,189.58
det_-128_0_0,1217.32,1816.13,0.0
det_-128_0_1,1205.96,1741.43,75.56
det_-128_1_0,1220.48,1815.65,0.0
det_-128_1_1,1209.12,1740.95,75.56
det_-128_2_0,1223.65,1815.17,0.0
det_-128_2_1,1212.29,1740.47,75.56
det_-13_0_0,930.9,1350.94,0.0
det_-13_0_1,846.13,1317.22,91.23
det_-13_1_0,932.08,1347.97,0.0
det_-13_1_1,847.31,1314.24,91.23
det_-13_2_0,933.27,1344.99,0.0
det_-13_2_1,848.49,1311.27,91.23
det_-1323_0_0,729.3,573.8,0.0
det_-1323_0_1,751.96,782.4,209.83
det_-1323_1_0,726.12,574.14,0.0
det_-1323_1_1,748.78,782.74,209.83
det_-1323_2_0,722.94,574.49,0.0
det_-1323_2_1,745.6,783.09,209.83
det_-1342_0_0,745.89,2081.6,0.0
det_-1342_0_1,646.85,1983.48,139.41
det_-1342_1_0,748.14,2079.32,0.0
det_-1342_1_1,649.1,1981.2,139.41
det_-1342_2_0,750.39,2077.05,0.0
det_-1342_2_1,651.36,1978.93,139.41
det_-1343_0_0,617.18,1823.03,0.0
det_-1343_0_1,645.76,1942.48,122.82
det_-1343_1_0,614.07,1823.78,0.0
det_-1343_1_1,642.65,1943.23,122.82
det_-1343_2_0,610.95,1824.52,0.0
det_-1343_2_1,639.54,1943.97,122.82
det_-1345_0_0,576.65,2110.97,0.0
det_-1345_0_1,743.86,2087.68,168.82
det_-1345_1_0,577.09,2114.14,0.0
det_-1345_1_1,744.3,2090.85,168.82
det_-1345_2_0,577.53,2117.31,0.0
det_-1345_2_1,744.74,2094.02,168.82
det_-1357_0_0,1212.1,768.88,0.0
det_-1357_0_1,1136.26,686.05,112.3
det_-1357_1_0,1214.46,766.72,0.0
det_-1357_1_1,1138.62,683.89,112.3
det_-1357_2_0,1216.82,764.56,0.0
det_-1357_2_1,1140.98,681.73,112.3
det_-1359_0_0,907.86,663.0,0.0
det_-1359_0_1,734.74,570.13,196.46
det_-1359_1_0,909.37,660.18,0.0
det_-1359_1_1,736.25,567.31,196.46
det_-1359_2_0,910.89,657.36,0.0
det_-1359_2_1,737.77,564.49,196.46
det_-1363_0_0,664.61,400.72,0.0
det_-1363_0_1,716.88,526.71,136.4
det_-1363_1_0,661.65,401.95,0.0
det_-1363_1_1,713.92,527.94,136.4
det_-1363_2_0,658.7,403.18,0.0
det_-1363_2_1,710.97,529.16,136.4
det_-1373_0_0,823.39,367.31,0.0
det_-1373_0_1,737.37,534.3,187.84
det_-1373_1_0,820.55,365.84,0.0
det_-1373_1_1,734.52,532.83,187.84
det_-1373_2_0,817.7,364.38,0.0
det_-1373_2_1,731.68,531.37,187.84
det_-138_0_0,1046.71,1821.33,0.0
det_-138_0_1,1189.88,1721.8,174.36
det_-138_1_0,1048.54,1823.96,0.0
det_-138_1_1,1191.7,1724.43,174.36
det_-138_2_0,1050.36,1826.58,0.0
det_-138_2_1,1193.53,1727.06,174.36
det_-1388_0_0,1775.79,2055.55,0.0
det_-1388_0_1,1642.3,2016.74,139.02
det_-1388_1_0,1776.68,2052.48,0.0
det_-1388_1_1,1643.19,2013.67,139.02
det_-1388_2_0,1777.57,2049.41,0.0
det_-1388_2_1,1644.08,2010.6,139.02
det_-1391_0_0,1785.74,2035.63,0.0
det_-1391_0_1,1773.25,1909.17,127.08
det_-1391_1_0,1788.92,2035.32,0.0
det_-1391_1_1,1776.43,1908.85,127.08
det_-1391_2_0,1792.11,2035.0,0.0
det_-1391_2_1,1779.62,1908.54,127.08
det_-1396_0_0,570.57,2006.08,0.0
det_-1396_0_1,570.86,2105.94,99.86
det_-1396_1_0,567.37,2006.09,0.0
det_-1396_1_1,567.66,2105.95,99.86
det_-1396_2_0,564.17,2006.1,0.0
det_-1396_2_1,564.46,2105.96,99.86
det_-1404_0_0,451.14,2205.85,0.0
det_-1404_0_1,551.28,2120.36,131.67
det_-1404_1_0,453.21,2208.28,0.0
det_-1404_1_1,553.36,2122.79,131.67
det_-1404_2_0,455.29,2210.71,0.0
det_-1404_2_1,555.44,2125.23,131.67
det_-1415_0_0,1227.97,986.88,0.0
det_-1415_0_1,1219.05,781.88,205.19
det_-1415_1_0,1231.17,986.75,0.0
det_-1415_1_1,1222.25,781.75,205.19
det_-1415_2_0,1234.36,986.61,0.0
det_-1415_2_1,1225.45,781.61,205.19
det_-1425_0_0,1384.92,654.32,0.0
det_-1425_0_1,1241.68,771.04,184.78
det_-1425_1_0,1382.9,651.84,0.0
det_-1425_1_1,1239.65,768.56,184.78
det_-1425_2_0,1380.88,649.36,0.0
det_-1425_2_1,1237.63,766.08,184.78
det_-1427_0_0,805.3,355.23,0.0
det_-1427_0_1,667.97,393.8,142.63
det_-1427_1_0,804.43,352.15,0.0
det_-1427_1_1,667.11,390.71,142.63
det_-1427_2_0,803.57,349.07,0.0
det_-1427_2_1,666.24,387.63,142.63
det_-1429_0_0,552.09,386.34,0.0
det_-1429_0_1,640.5,382.56,88.48
det_-1429_1_0,552.23,389.54,0.0
det_-1429_1_1,640.63,385.76,88.48
det_-1429_2_0,552.37,392.74,0.0
det_-1429_2_1,640.77,388.96,88.48
det_-1431_0_0,944.37,268.56,0.0
det_-1431_0_1,853.89,332.21,110.62
det_-1431_1_0,942.53,265.95,0.0
det_-1431_1_1,852.05,329.59,110.62
det_-1431_2_0,940.69,263.33,0.0
det_-1431_2_1,850.21,326.97,110.62
det_-1441_0_0,1002.91,387.32,0.0
det_-1441_0_1,852.79,354.12,153.75
det_-1441_1_0,1003.6,384.2,0.0
det_-1441_1_1,853.48,350.99,153.75
det_-1441_2_0,1004.3,381.07,0.0
det_-1441_2_1,854.17,347.87,153.75
det_-1447_0_0,936.43,527.93,0.0
det_-1447_0_1,835.76,367.56,189.35
det_-1447_1_0,939.14,526.23,0.0
det_-1447_1_1,838.47,365.86,189.35
det_-1447_2_0,941.85,524.53,0.0
det_-1447_2_1,841.18,364.16,189.35
det_-1464_0_0,1759.51,2148.75,0.0
det_-1464_0_1,1784.04,2063.78,88.44
det_-1464_1_0,1762.59,2149.64,0.0
det_-1464_1_1,1787.11,2064.67,88.44
det_-1464_2_0,1765.66,2150.53,0.0
det_-1464_2_1,1790.19,2065.56,88.44
det_-1483_0_0,1466.0,540.98,0.0
det_-1483_0_1,1406.52,629.73,106.83
det_-1483_1_0,1463.34,539.2,0.0
det_-1483_1_1,1403.86,627.95,106.83
det_-1483_2_0,1460.68,537.42,0.0
det_-1483_2_1,1401.2,626.17,106.83
det_-1493_0_0,1293.19,500.56,0.0
det_-1493_0_1,1385.96,621.06,152.08
det_-1493_1_0,1290.65,502.51,0.0
det_-1493_1_1,1383.43,623.01,152.08
det_-1493_2_0,1288.11,504.46,0.0
det_-1493_2_1,1380.89,624.96,152.08
det_-1494_0_0,974.19,546.09,0.0
det_-1494_0_1,1123.52,654.2,184.35
det_-1494_1_0,972.32,548.69,0.0
det_-1494_1_1,1121.64,656.8,184.35
det_-1494_2_0,970.44,551.28,0.0
det_-1494_2_1,1119.77,659.39,184.35
det_-1499_0_0,510.56,173.66,0.0
det_-1499_0_1,531.31,368.76,196.2
det_-1499_1_0,507.38,173.99,0.0
det_-1499_1_1,528.12,369.1,196.2
det_-1499_2_0,504.2,174.33,0.0
det_-1499_2_1,524.94,369.44,196.2
det_-15_0_0,783.59,1181.14,0.0
det_-15_0_1,832.27,1290.98,120.15
det_-15_1_0,780.66,1182.43,0.0
det_-15_1_1,829.34,1292.28,120.15
det_-15_2_0,777.74,1183.73,0.0
det_-15_2_1,826.41,1293.57,120.15
det_-1501_0_0,418.58,471.82,0.0
det_-1501_0_1,505.79,401.55,112.0
det_-1501_1_0,420.58,474.31,0.0
det_-1501_1_1,507.8,404.04,112.0
det_-1501_2_0,422.59,476.8,0.0
det_-1501_2_1,509.81,406.53,112.0
det_-1517_0_0,641.44,275.32,0.0
det_-1517_0_1,549.45,380.85,139.99
det_-1517_1_0,639.03,273.22,0.0
det_-1517_1_1,547.04,378.74,139.99
det_-1517_2_0,636.62,271.12,0.0
det_-1517_2_1,544.63,376.64,139.99
det_-1523_0_0,549.61,545.06,0.0
det_-1523_0_1,522.34,416.33,131.59
det_-1523_1_0,552.74,544.4,0.0
det_-1523_1_1,525.47,415.66,131.59
det_-1523_2_0,555.87,543.73,0.0
det_-1523_2_1,528.6,415.0,131.59
det_-1524_0_0,1009.93,366.75,0.0
det_-1524_0_1,955.24,275.6,106.3
det_-1524_1_0,1012.68,365.1,0.0
det_-1524_1_1,957.99,273.95,106.3
det_-1524_2_0,1015.42,363.45,0.0
det_-1524_2_1,960.73,272.3,106.3
det_-1526_0_0,920.32,92.75,0.0
det_-1526_0_1,956.48,240.55,152.16
det_-1526_1_0,917.21,93.51,0.0
det_-1526_1_1,953.37,241.31,152.16
det_-1526_2_0,914.1,94.27,0.0
det_-1526_2_1,950.26,242.07,152.16
det_-1532_0_0,1189.73,257.97,0.0
det_-1532_0_1,972.25,261.45,217.51
det_-1532_1_0,1189.68,254.77,0.0
det_-1532_1_1,972.2,258.25,217.51
det_-1532_2_0,1189.63,251.57,0.0
det_-1532_2_1,972.15,255.05,217.51
det_-1533_0_0,956.65,519.06,0.0
det_-1533_0_1,1016.09,396.24,136.45
det_-1533_1_0,959.53,520.45,0.0
det_-1533_1_1,1018.97,397.63,136.45
det_-1533_2_0,962.41,521.85,0.0
det_-1533_2_1,1021.86,399.03,136.45
det_-1535_0_0,922.17,645.85,0.0
det_-1535_0_1,942.58,557.92,90.26
det_-1535_1_0,925.29,646.57,0.0
det_-1535_1_1,945.7,558.64,90.26
det_-1535_2_0,928.4,647.29,0.0
det_-1535_2_1,948.82,559.37,90.26
det_-17_0_0,976.33,1364.42,0.0
det_-17_0_1,1086.42,1512.63,184.62
det_-17_1_0,973.77,1366.33,0.0
det_-17_1_1,1083.86,1514.54,184.62
det_-17_2_0,971.2,1368.24,0.0
det_-17_2_1,1081.29,1516.45,184.62
det_-1767_0_0,1135.95,656.43,0.0
det_-1767_0_1,1265.69,500.05,203.19
det_-1767_1_0,1138.41,658.47,0.0
det_-1767_1_1,1268.16,502.1,203.19
det_-1767_2_0,1140.87,660.51,0.0
det_-1767_2_1,1270.62,504.14,203.19
det_-1769_0_0,619.83,250.32,0.0
det_-1769_0_1,515.88,170.67,130.95
det_-1769_1_0,621.77,247.77,0.0
det_-1769_1_1,517.82,168.13,130.95
det_-1769_2_0,623.72,245.23,0.0
det_-1769_2_1,519.77,165.59,130.95
det_-1771_0_0,312.54,273.02,0.0
det_-1771_0_1,478.5,153.76,204.37
det_-1771_1_0,314.41,275.62,0.0
det_-1771_1_1,480.37,156.36,204.37
det_-1771_2_0,316.28,278.22,0.0
det_-1771_2_1,482.23,158.96,204.37
det_-1773_0_0,416.59,684.6,0.0
det_-1773_0_1,402.58,511.55,173.61
det_-1773_1_0,419.78,684.34,0.0
det_-1773_1_1,405.77,511.3,173.61
det_-1773_2_0,422.97,684.09,0.0
det_-1773_2_1,408.95,511.04,173.61
det_-1774_0_0,537.41,563.25,0.0
det_-1774_0_1,424.09,506.51,126.74
det_-1774_1_0,538.85,560.39,0.0
det_-1774_1_1,425.52,503.65,126.74
det_-1774_2_0,540.28,557.53,0.0
det_-1774_2_1,426.95,500.78,126.74
det_-1775_0_0,321.37,288.0,0.0
det_-1775_0_1,409.12,471.91,203.77
det_-1775_1_0,318.48,289.38,0.0
det_-1775_1_1,406.23,473.29,203.77
det_-1775_2_0,315.59,290.76,0.0
det_-1775_2_1,403.34,474.67,203.77
det_-1783_0_0,810.45,99.9,0.0
det_-1783_0_1,668.26,246.59,204.29
det_-1783_1_0,808.15,97.67,0.0
det_-1783_1_1,665.97,244.36,204.29
det_-1783_2_0,805.86,95.44,0.0
det_-1783_2_1,663.67,242.13,204.29
det_-1797_0_0,636.57,26.34,0.0
det_-1797_0_1,650.97,233.33,207.48
det_-1797_1_0,633.38,26.57,0.0
det_-1797_1_1,647.78,233.55,207.48
det_-1797_2_0,630.19,26.79,0.0
det_-1797_2_1,644.59,233.77,207.48
det_-1798_0_0,435.28,684.31,0.0
det_-1798_0_1,538.82,579.31,147.46
det_-1798_1_0,437.55,686.55,0.0
det_-1798_1_1,541.1,581.56,147.46
det_-1798_2_0,439.83,688.8,0.0
det_-1798_2_1,543.38,583.81,147.46
det_-1882_0_0,569.94,812.69,0.0
det_-1882_0_1,556.01,592.71,220.41
det_-1882_1_0,573.13,812.48,0.0
det_-1882_1_1,559.21,592.51,220.41
det_-1882_2_0,576.32,812.28,0.0
det_-1882_2_1,562.4,592.31,220.41
det_-1883_0_0,810.16,83.47,0.0
det_-1883_0_1,897.55,76.31,87.68
det_-1883_1_0,810.42,86.66,0.0
det_-1883_1_1,897.81,79.5,87.68
det_-1883_2_0,810.69,89.85,0.0
det_-1883_2_1,898.07,82.68,87.68
det_-1891_0_0,1113.49,7.39,0.0
det_-1891_0_1,923.61,86.25,205.6
det_-1891_1_0,1112.26,4.43,0.0
det_-1891_1_1,922.38,83.29,205.6
det_-1891_2_0,1111.03,1.48,0.0
det_-1891_2_1,921.16,80.34,205.6
det_-19_0_0,1259.38,1478.81,0.0
det_-19_0_1,1111.79,1538.28,159.13
det_-19_1_0,1258.19,1475.84,0.0
det_-19_1_1,1110.59,1535.31,159.13
det_-19_2_0,1256.99,1472.87,0.0
det_-19_2_1,1109.4,1532.34,159.13
det_-210_0_0,1315.16,1782.62,0.0
det_-210_0_1,1227.04,1735.31,100.02
det_-210_1_0,1316.67,1779.8,0.0
det_-210_1_1,1228.55,1732.49,100.02
det_-210_2_0,1318.19,1776.98,0.0
det_-210_2_1,1230.07,1729.67,100.02
det_-25_0_0,1196.42,1710.37,0.0
det_-25_0_1,1096.03,1554.14,185.7
det_-25_1_0,1199.11,1708.64,0.0
det_-25_1_1,1098.72,1552.41,185.7
det_-25_2_0,1201.81,1706.91,0.0
det_-25_2_1,1101.42,1550.68,185.7
det_-3_0_0,841.2,1321.49,0.0
det_-3_0_1,887.46,1514.16,198.15
det_-3_1_0,838.09,1322.24,0.0
det_-3_1_1,884.35,1514.9,198.15
det_-3_2_0,834.97,1322.98,0.0
det_-3_2_1,881.24,1515.65,198.15
det_-313_0_0,1032.68,1216.08,0.0
det_-313_0_1,914.69,1189.93,120.85
det_-313_1_0,1033.37,1212.96,0.0
det_-313_1_1,915.38,1186.81,120.85
det_-313_2_0,1034.06,1209.83,0.0
det_-313_2_1,916.07,1183.69,120.85
det_-319_0_0,837.59,976.47,0.0
det_-319_0_1,892.37,1156.55,188.23
det_-319_1_0,834.53,977.4,0.0
det_-319_1_1,889.3,1157.48,188.23
det_-319_2_0,831.47,978.34,0.0
det_-319_2_1,886.24,1158.42,188.23
det_-325_0_0,1016.92,1104.25,0.0
det_-325_0_1,917.09,1168.38,118.66
det_-325_1_0,1015.19,1101.56,0.0
det_-325_1_1,915.36,1165.69,118.66
det_-325_2_0,1013.47,1098.87,0.0
det_-325_2_1,913.63,1162.99,118.66
det_-326_0_0,1068.34,1226.99,0.0
det_-326_0_1,1110.55,1311.62,94.57
det_-326_1_0,1065.48,1228.42,0.0
det_-326_1_1,1107.69,1313.05,94.57
det_-326_2_0,1062.61,1229.85,0.0
det_-326_2_1,1104.82,1314.48,94.57
det_-330_0_0,556.65,1031.07,0.0
det_-330_0_1,647.39,1183.19,177.13
det_-330_1_0,553.9,1032.71,0.0
det_-330_1_1,644.65,1184.83,177.13
det_-330_2_0,551.15,1034.34,0.0
det_-330_2_1,641.9,1186.47,177.13
det_-332_0_0,530.93,1190.32,0.0
det_-332_0_1,630.23,1196.97,99.52
det_-332_1_0,530.72,1193.51,0.0
det_-332_1_1,630.02,1200.16,99.52
det_-332_2_0,530.5,1196.7,0.0
det_-332_2_1,629.8,1203.35,99.52
det_-333_0_0,1009.46,1837.12,0.0
det_-333_0_1,899.21,1759.22,135.0
det_-333_1_0,1011.3,1834.51,0.0
det_-333_1_1,901.05,1756.61,135.0
det_-333_2_0,1013.15,1831.9,0.0
det_-333_2_1,902.9,1753.99,135.0
det_-336_0_0,1414.06,1338.22,0.0
det_-336_0_1,1334.8,1326.51,80.12
det_-336_1_0,1414.53,1335.05,0.0
det_-336_1_1,1335.27,1323.35,80.12
det_-336_2_0,1415.0,1331.89,0.0
det_-336_2_1,1335.74,1320.18,80.12
det_-338_0_0,1309.57,1208.65,0.0
det_-338_0_1,1330.44,1305.48,99.06
det_-338_1_0,1306.44,1209.32,0.0
det_-338_1_1,1327.32,1306.16,99.06
det_-338_2_0,1303.31,1209.99,0.0
det_-338_2_1,1324.19,1306.83,99.06
det_-344_0_0,1469.2,1693.17,0.0
det_-344_0_1,1407.79,1617.5,97.45
det_-344_1_0,1471.68,1691.16,0.0
det_-344_1_1,1410.28,1615.48,97.45
det_-344_2_0,1474.17,1689.14,0.0
det_-344_2_1,1412.76,1613.47,97.45
det_-348_0_0,1055.52,1692.54,0.0
det_-348_0_1,1041.37,1818.14,126.4
det_-348_1_0,1052.34,1692.18,0.0
det_-348_1_1,1038.19,1817.79,126.4
det_-348_2_0,1049.16,1691.82,0.0
det_-348_2_1,1035.01,1817.43,126.4
det_-349_0_0,1479.53,1719.54,0.0
det_-349_0_1,1352.95,1789.9,144.82
det_-349_1_0,1477.98,1716.75,0.0
det_-349_1_1,1351.39,1787.1,144.82
det_-349_2_0,1476.42,1713.95,0.0
det_-349_2_1,1349.84,1784.31,144.82
det_-356_0_0,1037.45,1689.08,0.0
det_-356_0_1,909.23,1739.58,137.8
det_-356_1_0,1036.27,1686.1,0.0
det_-356_1_1,908.06,1736.61,137.8
det_-356_2_0,1035.1,1683.13,0.0
det_-356_2_1,906.89,1733.63,137.8
det_-361_0_0,1583.32,1322.94,0.0
det_-361_0_1,1446.03,1338.34,138.15
det_-361_1_0,1582.96,1319.76,0.0
det_-361_1_1,1445.67,1335.16,138.15
det_-361_2_0,1582.61,1316.58,0.0
det_-361_2_1,1445.31,1331.98,138.15
det_-365_0_0,1575.19,1888.55,0.0
det_-365_0_1,1488.42,1721.06,188.63
det_-365_1_0,1578.03,1887.08,0.0
det_-365_1_1,1491.27,1719.59,188.63
det_-365_2_0,1580.87,1885.6,0.0
det_-365_2_1,1494.11,1718.12,188.63
det_-379_0_0,1542.42,1563.99,0.0
det_-379_0_1,1503.37,1686.71,128.78
det_-379_1_0,1539.37,1563.02,0.0
det_-379_1_1,1500.32,1685.74,128.78
det_-379_2_0,1536.32,1562.05,0.0
det_-379_2_1,1497.27,1684.77,128.78
det_-38_0_0,905.31,1193.82,0.0
det_-38_0_1,956.12,1326.02,141.63
det_-38_1_0,902.33,1194.96,0.0
det_-38_1_1,953.13,1327.17,141.63
det_-38_2_0,899.34,1196.11,0.0
det_-38_2_1,950.14,1328.31,141.63
det_-381_0_0,1320.46,1803.79,0.0
det_-381_0_1,1245.33,1832.45,80.41
det_-381_1_0,1319.32,1800.8,0.0
det_-381_1_1,1244.19,1829.47,80.41
det_-381_2_0,1318.18,1797.81,0.0
det_-381_2_1,1243.05,1826.48,80.41
det_-383_0_0,1127.83,1940.08,0.0
det_-383_0_1,1216.19,1831.99,139.62
det_-383_1_0,1130.31,1942.11,0.0
det_-383_1_1,1218.67,1834.01,139.62
det_-383_2_0,1132.79,1944.13,0.0
det_-383_2_1,1221.15,1836.04,139.62
det_-492_0_0,1536.92,1526.95,0.0
det_-492_0_1,1588.03,1328.36,205.06
det_-492_1_0,1540.02,1527.75,0.0
det_-492_1_1,1591.12,1329.15,205.06
det_-492_2_0,1543.12,1528.54,0.0
det_-492_2_1,1594.22,1329.95,205.06
det_-496_0_0,1707.18,1379.36,0.0
det_-496_0_1,1610.77,1327.71,109.38
det_-496_1_0,1708.69,1376.54,0.0
det_-496_1_1,1612.28,1324.89,109.38
det_-496_2_0,1710.2,1373.72,0.0
det_-496_2_1,1613.79,1322.07,109.38
det_-504_0_0,1472.41,1123.27,0.0
det_-504_0_1,1439.19,1317.08,196.64
det_-504_1_0,1469.25,1122.73,0.0
